[INFO] Motor 1, Actual_Vol: 685.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 0, Vel_Sp: 100, Vel: 10.0
[INFO] Motor 1, Actual_Vol: 531.3157894736833, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 14, Vel_Sp: 100, Vel: 18.771929824561404
[INFO] Motor 1, Actual_Vol: 1707.739130434782, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 15, Vel_Sp: 100, Vel: 18.695652173913043
[INFO] Motor 1, Actual_Vol: 1523.2413793103442, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 16, Vel_Sp: 100, Vel: 18.620689655172413
[INFO] Motor 1, Actual_Vol: 737.8205128205118, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 17, Vel_Sp: 100, Vel: 18.547008547008545
[INFO] Motor 1, Actual_Vol: 982.4745762711864, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 18, Vel_Sp: 100, Vel: 18.474576271186443
[INFO] Motor 1, Actual_Vol: 515.2016806722695, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 19, Vel_Sp: 100, Vel: 18.403361344537814
[INFO] Motor 1, Actual_Vol: 2040.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 20, Vel_Sp: 100, Vel: 26.666666666666668
[INFO] Motor 1, Actual_Vol: 1199.735537190083, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 21, Vel_Sp: 100, Vel: 26.528925619834713
[INFO] Motor 1, Actual_Vol: 1376.6065573770502, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 22, Vel_Sp: 100, Vel: 26.39344262295082
[INFO] Motor 1, Actual_Vol: 1567.6097560975613, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 23, Vel_Sp: 100, Vel: 26.260162601626018
[INFO] Motor 1, Actual_Vol: 1510.7419354838712, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 24, Vel_Sp: 100, Vel: 26.129032258064516
[INFO] Motor 1, Actual_Vol: 1136.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 25, Vel_Sp: 100, Vel: 26.0
[INFO] Motor 1, Actual_Vol: 1282.3809523809523, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 26, Vel_Sp: 100, Vel: 25.873015873015873
[INFO] Motor 1, Actual_Vol: 1293.8818897637793, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 27, Vel_Sp: 100, Vel: 25.748031496062993
[INFO] Motor 1, Actual_Vol: 1874.5, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 28, Vel_Sp: 100, Vel: 25.625
[INFO] Motor 1, Actual_Vol: 2076.2325581395344, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 29, Vel_Sp: 100, Vel: 25.503875968992247
[INFO] Motor 1, Actual_Vol: 1824.6153846153848, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 30, Vel_Sp: 100, Vel: 33.07692307692308
[INFO] Motor 1, Actual_Vol: 2320.0458015267177, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 31, Vel_Sp: 100, Vel: 32.900763358778626
[INFO] Motor 1, Actual_Vol: 2238.636363636362, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 32, Vel_Sp: 100, Vel: 32.72727272727273
[INFO] Motor 1, Actual_Vol: 1573.3834586466182, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 33, Vel_Sp: 100, Vel: 32.55639097744361
[INFO] Motor 1, Actual_Vol: 2389.2835820895507, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 34, Vel_Sp: 100, Vel: 32.38805970149254
[INFO] Motor 1, Actual_Vol: 1968.3333333333321, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 35, Vel_Sp: 100, Vel: 32.22222222222222
[INFO] Motor 1, Actual_Vol: 1444.5294117647063, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 36, Vel_Sp: 100, Vel: 32.05882352941177
[INFO] Motor 1, Actual_Vol: 2429.8686131386858, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 37, Vel_Sp: 100, Vel: 31.8978102189781
[INFO] Motor 1, Actual_Vol: 1374.347826086956, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 38, Vel_Sp: 100, Vel: 31.739130434782606
[INFO] Motor 1, Actual_Vol: 1530.9640287769798, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 39, Vel_Sp: 100, Vel: 31.582733812949638
[INFO] Motor 1, Actual_Vol: 2564.2857142857138, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 40, Vel_Sp: 100, Vel: 38.57142857142857
[INFO] Motor 1, Actual_Vol: 2657.1276595744675, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 41, Vel_Sp: 100, Vel: 38.36879432624114
[INFO] Motor 1, Actual_Vol: 2729.140845070424, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 42, Vel_Sp: 100, Vel: 38.16901408450704
[INFO] Motor 1, Actual_Vol: 2673.3216783216776, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 43, Vel_Sp: 100, Vel: 37.97202797202797
[INFO] Motor 1, Actual_Vol: 2139.666666666668, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 44, Vel_Sp: 100, Vel: 37.77777777777778
[INFO] Motor 1, Actual_Vol: 1940.1724137931033, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 45, Vel_Sp: 100, Vel: 37.58620689655173
[INFO] Motor 1, Actual_Vol: 1875.8356164383567, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 46, Vel_Sp: 100, Vel: 37.397260273972606
[INFO] Motor 1, Actual_Vol: 1877.6530612244896, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 47, Vel_Sp: 100, Vel: 37.2108843537415
[INFO] Motor 1, Actual_Vol: 1633.6216216216217, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 48, Vel_Sp: 100, Vel: 37.02702702702703
[INFO] Motor 1, Actual_Vol: 2448.7382550335587, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 49, Vel_Sp: 100, Vel: 36.84563758389262
[INFO] Motor 1, Actual_Vol: 2315.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 50, Vel_Sp: 100, Vel: 43.333333333333336
[INFO] Motor 1, Actual_Vol: 2765.754966887418, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 51, Vel_Sp: 100, Vel: 43.11258278145696
[INFO] Motor 1, Actual_Vol: 2503.684210526315, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 52, Vel_Sp: 100, Vel: 42.89473684210527
[INFO] Motor 1, Actual_Vol: 2619.7843137254895, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 53, Vel_Sp: 100, Vel: 42.6797385620915
[INFO] Motor 1, Actual_Vol: 2630.051948051949, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 54, Vel_Sp: 100, Vel: 42.467532467532465
[INFO] Motor 1, Actual_Vol: 2981.4838709677406, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 55, Vel_Sp: 100, Vel: 42.25806451612903
[INFO] Motor 1, Actual_Vol: 2744.076923076922, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 56, Vel_Sp: 100, Vel: 42.05128205128205
[INFO] Motor 1, Actual_Vol: 2412.8280254777073, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 57, Vel_Sp: 100, Vel: 41.847133757961785
[INFO] Motor 1, Actual_Vol: 2894.7341772151904, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 58, Vel_Sp: 100, Vel: 41.64556962025316
[INFO] Motor 1, Actual_Vol: 1896.7924528301883, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 59, Vel_Sp: 100, Vel: 41.44654088050314
[INFO] Motor 1, Actual_Vol: 3322.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 60, Vel_Sp: 100, Vel: 47.5
[INFO] Motor 1, Actual_Vol: 3358.024844720496, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 61, Vel_Sp: 100, Vel: 47.267080745341616
[INFO] Motor 1, Actual_Vol: 2368.2222222222226, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 62, Vel_Sp: 100, Vel: 47.03703703703704
[INFO] Motor 1, Actual_Vol: 3024.5889570552135, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 63, Vel_Sp: 100, Vel: 46.809815950920246
[INFO] Motor 1, Actual_Vol: 3104.121951219511, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 64, Vel_Sp: 100, Vel: 46.58536585365854
[INFO] Motor 1, Actual_Vol: 2708.818181818184, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 65, Vel_Sp: 100, Vel: 46.36363636363636
[INFO] Motor 1, Actual_Vol: 2627.674698795181, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 66, Vel_Sp: 100, Vel: 46.14457831325301
[INFO] Motor 1, Actual_Vol: 3049.688622754491, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 67, Vel_Sp: 100, Vel: 45.92814371257485
[INFO] Motor 1, Actual_Vol: 3283.857142857143, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 68, Vel_Sp: 100, Vel: 45.714285714285715
[INFO] Motor 1, Actual_Vol: 3046.1775147929, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 69, Vel_Sp: 100, Vel: 45.50295857988166
[INFO] Motor 1, Actual_Vol: 2872.588235294119, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 70, Vel_Sp: 100, Vel: 51.17647058823529
[INFO] Motor 1, Actual_Vol: 3475.1403508771928, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 71, Vel_Sp: 100, Vel: 50.93567251461988
[INFO] Motor 1, Actual_Vol: 2674.8604651162805, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 72, Vel_Sp: 100, Vel: 50.697674418604656
[INFO] Motor 1, Actual_Vol: 2873.745664739883, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 73, Vel_Sp: 100, Vel: 50.46242774566474
[INFO] Motor 1, Actual_Vol: 3325.7931034482754, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 74, Vel_Sp: 100, Vel: 50.229885057471265
[INFO] Motor 1, Actual_Vol: 3331.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 75, Vel_Sp: 100, Vel: 50.0
[INFO] Motor 1, Actual_Vol: 2457.363636363638, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 76, Vel_Sp: 100, Vel: 49.77272727272727
[INFO] Motor 1, Actual_Vol: 3152.8813559322043, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 77, Vel_Sp: 100, Vel: 49.548022598870055
[INFO] Motor 1, Actual_Vol: 2550.550561797754, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 78, Vel_Sp: 100, Vel: 49.325842696629216
[INFO] Motor 1, Actual_Vol: 3343.3687150837995, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 79, Vel_Sp: 100, Vel: 49.10614525139665
[INFO] Motor 1, Actual_Vol: 3334.333333333332, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 80, Vel_Sp: 100, Vel: 48.88888888888889
[INFO] Motor 1, Actual_Vol: 2834.9337016574573, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 81, Vel_Sp: 100, Vel: 54.19889502762431
[INFO] Motor 1, Actual_Vol: 3774.3626373626394, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 82, Vel_Sp: 100, Vel: 53.956043956043956
[INFO] Motor 1, Actual_Vol: 3118.9508196721326, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 83, Vel_Sp: 100, Vel: 53.71584699453552
[INFO] Motor 1, Actual_Vol: 3701.695652173914, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 84, Vel_Sp: 100, Vel: 53.47826086956522
[INFO] Motor 1, Actual_Vol: 2721.594594594593, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 85, Vel_Sp: 100, Vel: 53.24324324324324
[INFO] Motor 1, Actual_Vol: 3102.645161290322, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 86, Vel_Sp: 100, Vel: 53.01075268817204
[INFO] Motor 1, Actual_Vol: 2607.8449197860973, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 87, Vel_Sp: 100, Vel: 52.780748663101605
[INFO] Motor 1, Actual_Vol: 2730.1914893617013, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 88, Vel_Sp: 100, Vel: 52.5531914893617
[INFO] Motor 1, Actual_Vol: 2711.682539682539, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 89, Vel_Sp: 100, Vel: 52.32804232804233
[INFO] Motor 1, Actual_Vol: 3877.105263157895, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 90, Vel_Sp: 100, Vel: 57.368421052631575
[INFO] Motor 1, Actual_Vol: 2870.225130890054, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 91, Vel_Sp: 100, Vel: 57.12041884816754
[INFO] Motor 1, Actual_Vol: 3640.5, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 92, Vel_Sp: 100, Vel: 56.875
[INFO] Motor 1, Actual_Vol: 3958.927461139898, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 93, Vel_Sp: 100, Vel: 56.63212435233161
[INFO] Motor 1, Actual_Vol: 3253.505154639177, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 94, Vel_Sp: 100, Vel: 56.391752577319586
[INFO] Motor 1, Actual_Vol: 2799.2307692307677, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 95, Vel_Sp: 100, Vel: 56.15384615384615
[INFO] Motor 1, Actual_Vol: 3172.102040816326, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 96, Vel_Sp: 100, Vel: 55.91836734693877
[INFO] Motor 1, Actual_Vol: 3143.1167512690354, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 97, Vel_Sp: 100, Vel: 55.68527918781726
[INFO] Motor 1, Actual_Vol: 2959.272727272728, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 98, Vel_Sp: 100, Vel: 55.45454545454545
[INFO] Motor 1, Actual_Vol: 3193.567839195979, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 99, Vel_Sp: 100, Vel: 55.22613065326633
[INFO] Motor 1, Actual_Vol: 3742.0, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 100, Vel_Sp: 100, Vel: 55.0
[INFO] Motor 1, Actual_Vol: 3872.0746268656712, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 101, Vel_Sp: 100, Vel: 59.75124378109452
[INFO] Motor 1, Actual_Vol: 3000.2970297029715, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 102, Vel_Sp: 100, Vel: 59.5049504950495
[INFO] Motor 1, Actual_Vol: 3864.6650246305435, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 103, Vel_Sp: 100, Vel: 59.26108374384236
[INFO] Motor 1, Actual_Vol: 3421.176470588234, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 104, Vel_Sp: 100, Vel: 59.01960784313726
[INFO] Motor 1, Actual_Vol: 3642.829268292682, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 105, Vel_Sp: 100, Vel: 58.78048780487805
[INFO] Motor 1, Actual_Vol: 3519.6213592233016, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 106, Vel_Sp: 100, Vel: 58.54368932038835
[INFO] Motor 1, Actual_Vol: 3457.55072463768, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 107, Vel_Sp: 100, Vel: 58.309178743961354
[INFO] Motor 1, Actual_Vol: 3647.6153846153848, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 108, Vel_Sp: 100, Vel: 58.07692307692308
[INFO] Motor 1, Actual_Vol: 3216.813397129188, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 109, Vel_Sp: 100, Vel: 57.84688995215311
[INFO] Motor 1, Actual_Vol: 2963.142857142855, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 110, Vel_Sp: 100, Vel: 57.61904761904762
[INFO] Motor 1, Actual_Vol: 3874.962085308058, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 111, Vel_Sp: 100, Vel: 62.13270142180095
[INFO] Motor 1, Actual_Vol: 3518.2075471698117, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 112, Vel_Sp: 100, Vel: 61.88679245283019
[INFO] Motor 1, Actual_Vol: 4032.591549295774, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 113, Vel_Sp: 100, Vel: 61.64319248826291
[INFO] Motor 1, Actual_Vol: 3792.1121495327116, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 114, Vel_Sp: 100, Vel: 61.401869158878505
[INFO] Motor 1, Actual_Vol: 3680.7674418604656, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 115, Vel_Sp: 100, Vel: 61.16279069767442
[INFO] Motor 1, Actual_Vol: 4171.555555555555, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 116, Vel_Sp: 100, Vel: 60.925925925925924
[INFO] Motor 1, Actual_Vol: 3695.4746543778783, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 117, Vel_Sp: 100, Vel: 60.69124423963134
[INFO] Motor 1, Actual_Vol: 3576.5229357798144, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 118, Vel_Sp: 100, Vel: 60.45871559633027
[INFO] Motor 1, Actual_Vol: 3463.6986301369852, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 119, Vel_Sp: 100, Vel: 60.22831050228311
[INFO] Motor 1, Actual_Vol: 3934.727272727272, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 120, Vel_Sp: 100, Vel: 64.54545454545455
[INFO] Motor 1, Actual_Vol: 3764.9185520362007, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 121, Vel_Sp: 100, Vel: 64.29864253393666
[INFO] Motor 1, Actual_Vol: 3894.243243243245, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 122, Vel_Sp: 100, Vel: 64.05405405405406
[INFO] Motor 1, Actual_Vol: 3502.699551569507, Brake: 1, Gear: 1, I_max: 1000, I: 100, kD: 0, kI: 0, kP: 1.0, Slew: 40, Time: 123, Vel_Sp: 100, Vel: 63.81165919282511
